title,summaries,position,open,ticket,traffic,comment,site
蛤蟆峰,蛤蟆峰就在西湖的边上，它的旁边是西湖景点里面著名的保怵塔，说是峰其实就是两块巨丑的巨石，中间比较难走路，但是景观很好看。,杭州市西湖区宝石山,"
            ",,乘坐7路;27路;27路高峰线;27路高峰线[吴山夜市交通管制];51路;52路;52路西湖南线大循环;118路;环西湖夜游线;假日6线/j6线;游10线/y10线到葛岭下,（8条）,
西岸国际艺术区,西岸艺术区坐落于杭州京杭大运河拱宸桥旁，为杭州运河改造5大工程之一，西岸艺术区由杭州西岸投资管理有限公司经营，博艺网承办，目前已有博艺美术馆、中冠&紫蝶名家城市艺术客厅、国阳标识会所、绿城建筑设计事务所、陶艺会所、雕塑展厅、知名艺术家工作室、星巴克咖啡等入驻,杭州市拱墅区小河路458号,"
            ",免费,乘坐1路;79路;98路;129路到高家花园站下车步行到达。,（6条）,
中国水利博物馆,中国水利博物馆是水利部直属的国家级行业博物馆。为了宣传人民群众治水的历史功绩和伟大成就，弘扬水利精神，传承水利文化，普及水利知识，促进水利持续发展，2004年7月，经国务院批准、中央编办批复，中国水利博物馆在浙江杭州设立，由水利部和浙江省人民政府共同管理。中国水利博物馆地处杭州钱塘江南岸，2005年3月开工建设，同年4月，习近平同志亲临工地视察，对中国水利博物馆及水博园的创意和建设给予高度评价。于2010年3月建成开馆，建成后的中国水利博物馆场馆建筑面积3.65万平方米，采用“塔馆合一”的设计，实现了古典风格、现代材料和先进技术的完美结合，成为“漂在水上”的水晶宝塔。博物馆综合了教育、研究、收藏、保护和交流等功能，已开放的展陈内容有水与人类文明展区、水利千秋基本陈列展区、龙施雨沛展区和室外的镇水、分水、祈水文化展区等。,杭州市萧山区水博大道1号,周二至周日9:00-16:30(16:00停止入馆）周一闭馆,一层展区免费参观；登塔：成人20元，1.5米以下儿童、全日制在校学生、70周岁以上老人10元。,乘坐1598路到水博大道站下车步行到达。,（4条）,http://www.nwmc.cn/
四面峰,四面峰位于浙江省杭州市临安区，为天目山的顶峰。具有深、邃、幽、寂、奇、丽的特点，是杭州著名景区之一。”峰顶有立玉亭，驻足亭内，全山景色一览无余，1934年，绘画大师徐悲鸿率中大艺术系学生来西天目旅行写生，住开山老殿，在此作画，留有油画作品《天目秋色》。,杭州市临安区天目山镇天目山景区,"
            ",,,（9条）,
思澄堂,"思澄堂是杭州基督教会现存唯一的一座古老教堂,迄今已有八十年历史。位于杭州市解放路132号,杭州解放路和丰乐桥畔交叉口。",杭州市上城区解放路132号(近中山中路),周一至周日 全天,免费,乘坐49路、305路公交至浙医二院，步行100米可达。,（8条）,http://www.hzsct.org
临安山核桃文化体验馆,临安山核桃文化体验馆位于临安市玲珑工业园区内。全馆集参观、体验、互动与一体。临安的民间艺术别具地域特色，乡土文化也是充满魅力，山核桃文化体验馆不仅仅是单一特产的展示馆，也是临安乡土文化、民间技艺展示的窗口。场馆场地大，活动灵活多变。全馆分为导览区、文化博物馆、互动区、DIY教室、美食休憩区、临安名特优展示展销中心六大区域，是临安最大的官方授牌的特产销售中心。,杭州临安市玲珑工业园区锦溪南路998号（华兴汽车城过桥左转原临安茶厂内）,08:30-17:00。,38元/人,自驾：A：临安——临安山核桃体验馆临安——玲珑工业园区（华兴汽车城过桥）——左边有指示牌——临安山核桃文化体验馆B：杭州——临安山核桃文化体验馆自驾车：杭州——杭徽高速——玲珑收费站下——5分钟到达玲珑工业园区（华兴汽车城过桥）——左边有指示牌——临安山核桃文化体验馆C：江苏方向——临安山核桃文化体验馆江苏方向——宁杭高速——德清出口下——104国道——彭公下——临安方向——杭徽高速——玲珑收费站下——5分钟到达玲珑工业园区（华兴汽车城过桥）——左边有指示牌——临安山核桃文化体验馆D:上海方向——临安山核桃文化体验馆上海方向——沪杭高速——杭徽高速——玲珑收费站下——5分钟到达玲珑工业园区（华兴汽车城过桥）——左边有指示牌——临安山核桃文化体验馆E:安徽方向——临安山核桃文化体验馆安徽方向——杭徽高速——玲珑收费站下——5分钟到达玲珑工业园区（华兴汽车城过桥）——左边有指示牌——临安山核桃文化体验馆,（7条）,
杭州高级中学,杭州高级中学是浙江最早的公立中学，简称杭高，成立至今已有一百多年历史，其前身为养正书塾与浙江官立两级师范学堂，亦有“江南四大名中”的称号。这里走出过许多知名校友，其中不乏文人、科学工作者、革命志士：鲁迅、朱自清、叶圣陶、徐志摩、郁达夫、丰子恺、金庸、姜立夫、陈建功、蒋筑英、俞秀松、施存统等等……杭高至今已有46位校友当选为中外院士，被誉为“院士的摇篮”。杭高不仅有深厚的文化底蕴，亦有优美的风景。杭高的建筑以红色系为主，绿植丰富，春天还有樱花盛开，非常美丽。,杭州市下城区凤起路238号,"
            ",,乘991路公交车在环北市场站下车可达,（6条）,http://www.hanggao.net/
山乐堂,民国初年建筑，面积420平方米。中有天井采光的走马堂楼，后堂有天井与鱼池，山乐堂与明代建筑截然不同，正厅前檐，门厅后檐和左右厢房前檐，门窗棂边以雕刻展现飞禽走兽、渔樵耕读人物和二十四孝、三国和水浒故事。,杭州市富阳区龙门古镇,周一至周日 08:00-17:00,包括在龙门古镇门票内,龙门古镇内，步行即可。,（5条）,
龙门飞渡索桥,·景点位于大明山景区内，周边风景优美。·龙门飞渡是一座晃晃悠悠的铁索桥，一头是“悬空栈道”，另一头可以远望高山千亩草甸。·飞渡索桥宽度1.8米，跨度58米，距地面高度48米，因为所在地叫龙门口，所以称之为“龙门飞渡”。,杭州市临安市顺溪镇大明山风景区内,"
            ",,（夏）7:30-16:30；（冬）8:00-16:00,（1条）,
杭州基督教会天水堂,天水堂位于中山北路与体育场路交叉处西南角的耶稣堂弄2号，是杭州最早的一所基督教教堂，也是杭州目前五所对外开放的教堂之一。教堂及牧师楼，还依稀可辨，旧貌犹在，特别是庭院内当年传教士司徒尔种植的银杏树和榉树，已是高耸入云的大树，现被市园文局列为“名木古树”重点保护。,杭州市下城区耶稣堂弄2号,"
            ",免费,乘坐24路;30路;32路;38路;67路;72路;78路;105路;106路;207路;219路;814路;814路区间到天水桥站下车步行到达。,（7条）,
浙江富春江咕噜咕噜岛湿地公园,富春江咕噜咕噜岛湿地公园占地面积近千亩，是富阳唯一的湿地公园，四面环水，区域内自然景色优美，环境质量优越。咕噜咕噜岛以自然的植被和江水为主体，打造一个集山水、休闲、度假、运动为一体的综合休闲度假区。主要经营漂流、骑单车、划船、漂浮艇、沙滩车、沙滩排球、沙雕、棋牌、水上迷宫摸鱼、水上酒吧、篝火露营、农家菜、生态果园、景观茶楼、土产作坊、农作物观赏和采摘、水上客房、小木屋等项目。咕噜咕噜岛传递了“亲近自然，回归田园、享受健康”的生态理念。,杭州市富阳区东洲街道张家村齐家沙咕噜咕噜岛,07:00-17:00,100元/人,乘坐富阳112路B路北环高峰至齐家沙(2)站下，步行可达或乘坐K2112路B环线至齐家沙1站下车，步行可达。,（2条）,
敕建净慈禅寺,"净慈寺，位于杭州的西湖南岸，寺之主山为南屏山。南屏山发自天目，千里蜿蜒而东，苏轼称之为""龙飞凤舞，萃于临安""。南屏山峰峦耸秀，怪石玲珑，峻壁横披，宛如屏障。凌空而中峙者为慧日峰，峰下古寺，即净慈禅寺。《净慈寺志》描绘该寺是""凭山为基，雷峰隐其寺，南屏拥其后，据全湖之胜""。",杭州市西湖区南山路56号,"
            ",,乘坐游2线/y2路环线，在净寺(南屏晚钟)站下车，步行至净慈禅寺。乘坐188路(或900路)在延安南路站下车，步行至延安南路站乘坐31路，在净寺站下车，步行至净慈禅寺。,（4条）,
圣财寺,,中国·浙江·杭州·余杭·天目山西路(上和路口) 金城古街 圣财寺,"
            ",,,（4条）,
古今穿越快闪秀,,杭州市西湖区之江路148号宋城,"
            ",,,（5条）,
西溪国家湿地公园西区,,五常大道龙舌嘴入口,"
            ",,,（2条）,
杭州绿荷塘古楠木森林公园,杭州绿荷塘古楠木森林公园里树荫森森，楠林挺拔，溪水潺潺，水波荡漾，一幅美丽画绢引人入胜。杭州绿荷塘古楠木森林公园座落在建德市童家乡境内，东临新安江市，南依江南悬空寺大慈岩，西连灵栖洞天，北靠淳安千岛湖。绿荷塘古楠木森林公园是“两江一湖”风景名胜区“新安江--泷江”分区的核心保护区，为国家级风景名胜区。,杭州市建德建寿昌林场绿荷塘林区内,周一至周日 08:00-16:30,免费,建议沿杭新景高速自驾。,（4条）,
圣果寺遗址,尚存当年殿堂建筑地基和吴越雕造的西方三圣(主尊阿弥陀佛高6．2米，两侧观音、大势至各高5．12米)残迹和罗汉造像等。圣果寺始建于隋开皇二年(582)，南宋初划人皇城范围，曾为殿前司官署所用，元代重建，后世屡有兴废，清末以来渐趋衰败。,杭州市长城区凤凰山脚路,周一至周日 全天开放,免费,乘坐4路、12路、31路公交至丝绸博物馆站下车，步行至玉皇山景区，步行900米可至,（3条）,
五云山真际寺,五云山山顶，真际寺遗址内除了三口古井外，还有一株五人合抱、树龄已达一千四百年、高达二十一米的银杏树，号称“杭州古树第一号”。因其特殊地理位置，其主要作为五云山上之一的景点而被人们熟知，和五云山上其它知名古迹共同吸引了来自各地的游客。,杭州市西湖区五云山顶（近梅灵南路）,"
            ",无需门票。,乘坐103路;121b线;121路;122路;324路到云栖竹径下,（8条）,
梅峰岛观景平台,观景点设有少量停车位，有步道上山，山上有一座石质凉亭，可观景,杭州市淳安县千岛湖镇千岛湖中心湖区梅峰岛内,"
            ",,,（4条）,
新安江铜官峡,"新安江铜官峡（情人谷）位于中国优秀旅游城市--浙江建德市新安江镇内，融碧湖岛屿、亚热带雨林、岩溶溪谷、秦铜文化、爱情文化""五绝""于一体，是新安江森林公园的主体。情人谷以一条山高谷深、蜿蜒曲折、陡峭险峻的峡谷为主，具有原始、粗犷、野趣的特色。30多米高的珍珠瀑，岩壁上缀满厚厚的青苔，绿意盎然，被誉为""华东第一翠瀑""；长达2000多米的岩溶溪流，跌宕起伏，或跌落成瀑，或舒缓成泉，或聚集成潭，曲曲折折，形成了浙西最奇异的情人谷在秦代是铜矿的集中分布区，2000多年前，秦始皇统一中国后，在此设了专门掌管采铜铸钱的""铜官""，故此地也被称为铜官峡。在景区的双马峰之间有一座气势宏伟的铜神殿，就是为了供奉铜神、纪念铜官、祈求财运而建的岩溶溪流景观。",浙江省杭州市建德市新安江城西5公里处 ‎,周一至周日 07:30-16:00,成人票含船票80,自驾：从杭新景高速新安江出口下，行车至新安江城东入城口，进入新安江城，走新安东路-新安路-新电路，见景区标识牌后向右转，走盘山公路上，过千岛湖隧道，便见码头，上船即可到达。,（5条）,
